"ASD","t","L","M","Y","n","fr"
"48.2",109,0,1,2010,2,0
"48.2",109,2,1,2010,2,0
"48.2",109,4,1,2010,2,0
"48.2",109,6,1,2010,2,0
"48.2",109,8,1,2010,2,0
"48.2",109,10,1,2010,2,0
"48.2",109,12,1,2010,2,0
"48.2",109,14,1,2010,2,0
"48.2",109,16,1,2010,2,0
"48.2",109,18,1,2010,2,0
"48.2",109,20,1,2010,2,0
"48.2",109,22,1,2010,2,0
"48.2",109,24,1,2010,2,0
"48.2",109,26,1,2010,2,0.000550518134715026
"48.2",109,28,1,2010,2,0.000142273733605003
"48.2",109,30,1,2010,2,0.00149791337305187
"48.2",109,32,1,2010,2,0.00918256319257231
"48.2",109,34,1,2010,2,0.0182004757494736
"48.2",109,36,1,2010,2,0.0382867994478547
"48.2",109,38,1,2010,2,0.0622916660890941
"48.2",109,40,1,2010,2,0.113309271055319
"48.2",109,42,1,2010,2,0.133676358517746
"48.2",109,44,1,2010,2,0.097073152702198
"48.2",109,46,1,2010,2,0.0486222538015494
"48.2",109,48,1,2010,2,0.0546929476085178
"48.2",109,50,1,2010,2,0.0948875124552951
"48.2",109,52,1,2010,2,0.126715008698073
"48.2",109,54,1,2010,2,0.121902298628651
"48.2",109,56,1,2010,2,0.0607199677640268
"48.2",109,58,1,2010,2,0.0166380335466557
"48.2",109,60,1,2010,2,0.00151107060767401
"48.2",109,62,1,2010,2,9.99148939276115e-05
"48.2",109,64,1,2010,2,0
"48.2",109,66,1,2010,2,0
"48.2",109,68,1,2010,2,0
"48.2",109,70,1,2010,2,0
"48.2",109,72,1,2010,2,0
"48.2",109,74,1,2010,2,0
"48.2",109,76,1,2010,2,0
"48.2",109,78,1,2010,2,0
"48.2",109,80,1,2010,2,0
"48.2",109,82,1,2010,2,0
"48.2",109,84,1,2010,2,0
"48.2",109,86,1,2010,2,0
"48.2",109,88,1,2010,2,0
"48.2",109,90,1,2010,2,0
"48.2",109,92,1,2010,2,0
"48.2",109,94,1,2010,2,0
"48.2",109,96,1,2010,2,0
"48.2",109,98,1,2010,2,0
"48.2",109,100,1,2010,2,0
"48.2",110,0,2,2010,6,0
"48.2",110,2,2,2010,6,0
"48.2",110,4,2,2010,6,0
"48.2",110,6,2,2010,6,0
"48.2",110,8,2,2010,6,0
"48.2",110,10,2,2010,6,0
"48.2",110,12,2,2010,6,0
"48.2",110,14,2,2010,6,0
"48.2",110,16,2,2010,6,0
"48.2",110,18,2,2010,6,0
"48.2",110,20,2,2010,6,0
"48.2",110,22,2,2010,6,0
"48.2",110,24,2,2010,6,0
"48.2",110,26,2,2010,6,0
"48.2",110,28,2,2010,6,0
"48.2",110,30,2,2010,6,0
"48.2",110,32,2,2010,6,0.000633964634239541
"48.2",110,34,2,2010,6,0.00256757301248107
"48.2",110,36,2,2010,6,0.0126976066285977
"48.2",110,38,2,2010,6,0.0298830093523345
"48.2",110,40,2,2010,6,0.0553195800505821
"48.2",110,42,2,2010,6,0.0853985181278379
"48.2",110,44,2,2010,6,0.121110284764335
"48.2",110,46,2,2010,6,0.108643785939589
"48.2",110,48,2,2010,6,0.0833989405385054
"48.2",110,50,2,2010,6,0.0765669756283801
"48.2",110,52,2,2010,6,0.0992984424872143
"48.2",110,54,2,2010,6,0.145486609819738
"48.2",110,56,2,2010,6,0.111785911544651
"48.2",110,58,2,2010,6,0.0542310959657121
"48.2",110,60,2,2010,6,0.0105858134013744
"48.2",110,62,2,2010,6,0.00205881468012668
"48.2",110,64,2,2010,6,0.000333073424301494
"48.2",110,66,2,2010,6,0
"48.2",110,68,2,2010,6,0
"48.2",110,70,2,2010,6,0
"48.2",110,72,2,2010,6,0
"48.2",110,74,2,2010,6,0
"48.2",110,76,2,2010,6,0
"48.2",110,78,2,2010,6,0
"48.2",110,80,2,2010,6,0
"48.2",110,82,2,2010,6,0
"48.2",110,84,2,2010,6,0
"48.2",110,86,2,2010,6,0
"48.2",110,88,2,2010,6,0
"48.2",110,90,2,2010,6,0
"48.2",110,92,2,2010,6,0
"48.2",110,94,2,2010,6,0
"48.2",110,96,2,2010,6,0
"48.2",110,98,2,2010,6,0
"48.2",110,100,2,2010,6,0
"48.2",111,0,3,2010,5,0
"48.2",111,2,3,2010,5,0
"48.2",111,4,3,2010,5,0
"48.2",111,6,3,2010,5,0
"48.2",111,8,3,2010,5,0
"48.2",111,10,3,2010,5,0
"48.2",111,12,3,2010,5,0
"48.2",111,14,3,2010,5,0
"48.2",111,16,3,2010,5,0
"48.2",111,18,3,2010,5,0
"48.2",111,20,3,2010,5,7.36245954692557e-05
"48.2",111,22,3,2010,5,0
"48.2",111,24,3,2010,5,0
"48.2",111,26,3,2010,5,0
"48.2",111,28,3,2010,5,0
"48.2",111,30,3,2010,5,0
"48.2",111,32,3,2010,5,0.000286079182630907
"48.2",111,34,3,2010,5,0.000626702064292408
"48.2",111,36,3,2010,5,0.00419871819133136
"48.2",111,38,3,2010,5,0.0113173064334774
"48.2",111,40,3,2010,5,0.0380502010416002
"48.2",111,42,3,2010,5,0.0797233126296466
"48.2",111,44,3,2010,5,0.139083153877117
"48.2",111,46,3,2010,5,0.139782175784465
"48.2",111,48,3,2010,5,0.129608335334232
"48.2",111,50,3,2010,5,0.101442373077562
"48.2",111,52,3,2010,5,0.0995615836869417
"48.2",111,54,3,2010,5,0.125065204480865
"48.2",111,56,3,2010,5,0.0923343763829831
"48.2",111,58,3,2010,5,0.0311235660195093
"48.2",111,60,3,2010,5,0.00745216080130838
"48.2",111,62,3,2010,5,0.000271126416568972
"48.2",111,64,3,2010,5,0
"48.2",111,66,3,2010,5,0
"48.2",111,68,3,2010,5,0
"48.2",111,70,3,2010,5,0
"48.2",111,72,3,2010,5,0
"48.2",111,74,3,2010,5,0
"48.2",111,76,3,2010,5,0
"48.2",111,78,3,2010,5,0
"48.2",111,80,3,2010,5,0
"48.2",111,82,3,2010,5,0
"48.2",111,84,3,2010,5,0
"48.2",111,86,3,2010,5,0
"48.2",111,88,3,2010,5,0
"48.2",111,90,3,2010,5,0
"48.2",111,92,3,2010,5,0
"48.2",111,94,3,2010,5,0
"48.2",111,96,3,2010,5,0
"48.2",111,98,3,2010,5,0
"48.2",111,100,3,2010,5,0
"48.2",112,0,4,2010,1,0
"48.2",112,2,4,2010,1,0
"48.2",112,4,4,2010,1,0
"48.2",112,6,4,2010,1,0
"48.2",112,8,4,2010,1,0
"48.2",112,10,4,2010,1,0
"48.2",112,12,4,2010,1,0
"48.2",112,14,4,2010,1,0
"48.2",112,16,4,2010,1,0
"48.2",112,18,4,2010,1,0
"48.2",112,20,4,2010,1,0
"48.2",112,22,4,2010,1,0
"48.2",112,24,4,2010,1,0
"48.2",112,26,4,2010,1,0
"48.2",112,28,4,2010,1,0
"48.2",112,30,4,2010,1,0
"48.2",112,32,4,2010,1,0
"48.2",112,34,4,2010,1,0.00373239436619718
"48.2",112,36,4,2010,1,0.0161971830985916
"48.2",112,38,4,2010,1,0.0311267605633803
"48.2",112,40,4,2010,1,0.0672535211267606
"48.2",112,42,4,2010,1,0.12330985915493
"48.2",112,44,4,2010,1,0.152042253521127
"48.2",112,46,4,2010,1,0.124788732394366
"48.2",112,48,4,2010,1,0.0899295774647887
"48.2",112,50,4,2010,1,0.135211267605634
"48.2",112,52,4,2010,1,0.0856338028169014
"48.2",112,54,4,2010,1,0.0991549295774648
"48.2",112,56,4,2010,1,0.0502816901408451
"48.2",112,58,4,2010,1,0.0138028169014085
"48.2",112,60,4,2010,1,0.00753521126760563
"48.2",112,62,4,2010,1,0
"48.2",112,64,4,2010,1,0
"48.2",112,66,4,2010,1,0
"48.2",112,68,4,2010,1,0
"48.2",112,70,4,2010,1,0
"48.2",112,72,4,2010,1,0
"48.2",112,74,4,2010,1,0
"48.2",112,76,4,2010,1,0
"48.2",112,78,4,2010,1,0
"48.2",112,80,4,2010,1,0
"48.2",112,82,4,2010,1,0
"48.2",112,84,4,2010,1,0
"48.2",112,86,4,2010,1,0
"48.2",112,88,4,2010,1,0
"48.2",112,90,4,2010,1,0
"48.2",112,92,4,2010,1,0
"48.2",112,94,4,2010,1,0
"48.2",112,96,4,2010,1,0
"48.2",112,98,4,2010,1,0
"48.2",112,100,4,2010,1,0
"48.2",121,0,1,2011,1,0
"48.2",121,2,1,2011,1,0
"48.2",121,4,1,2011,1,0
"48.2",121,6,1,2011,1,0
"48.2",121,8,1,2011,1,0
"48.2",121,10,1,2011,1,0
"48.2",121,12,1,2011,1,0
"48.2",121,14,1,2011,1,0
"48.2",121,16,1,2011,1,0
"48.2",121,18,1,2011,1,0
"48.2",121,20,1,2011,1,0
"48.2",121,22,1,2011,1,0
"48.2",121,24,1,2011,1,0.00505050505050505
"48.2",121,26,1,2011,1,0
"48.2",121,28,1,2011,1,0.0150505050505051
"48.2",121,30,1,2011,1,0.0604545454545454
"48.2",121,32,1,2011,1,0.160454545454545
"48.2",121,34,1,2011,1,0.211060606060606
"48.2",121,36,1,2011,1,0.311666666666667
"48.2",121,38,1,2011,1,0.140707070707071
"48.2",121,40,1,2011,1,0.0905050505050505
"48.2",121,42,1,2011,1,0.00505050505050505
"48.2",121,44,1,2011,1,0
"48.2",121,46,1,2011,1,0
"48.2",121,48,1,2011,1,0
"48.2",121,50,1,2011,1,0
"48.2",121,52,1,2011,1,0
"48.2",121,54,1,2011,1,0
"48.2",121,56,1,2011,1,0
"48.2",121,58,1,2011,1,0
"48.2",121,60,1,2011,1,0
"48.2",121,62,1,2011,1,0
"48.2",121,64,1,2011,1,0
"48.2",121,66,1,2011,1,0
"48.2",121,68,1,2011,1,0
"48.2",121,70,1,2011,1,0
"48.2",121,72,1,2011,1,0
"48.2",121,74,1,2011,1,0
"48.2",121,76,1,2011,1,0
"48.2",121,78,1,2011,1,0
"48.2",121,80,1,2011,1,0
"48.2",121,82,1,2011,1,0
"48.2",121,84,1,2011,1,0
"48.2",121,86,1,2011,1,0
"48.2",121,88,1,2011,1,0
"48.2",121,90,1,2011,1,0
"48.2",121,92,1,2011,1,0
"48.2",121,94,1,2011,1,0
"48.2",121,96,1,2011,1,0
"48.2",121,98,1,2011,1,0
"48.2",121,100,1,2011,1,0
"48.2",122,0,2,2011,5,0
"48.2",122,2,2,2011,5,0
"48.2",122,4,2,2011,5,0
"48.2",122,6,2,2011,5,0
"48.2",122,8,2,2011,5,0
"48.2",122,10,2,2011,5,0
"48.2",122,12,2,2011,5,0
"48.2",122,14,2,2011,5,0
"48.2",122,16,2,2011,5,0
"48.2",122,18,2,2011,5,0
"48.2",122,20,2,2011,5,9.02650044280946e-05
"48.2",122,22,2,2011,5,0.000289765476781567
"48.2",122,24,2,2011,5,0.000669771171429757
"48.2",122,26,2,2011,5,0.00487843790308462
"48.2",122,28,2,2011,5,0.00878062060364725
"48.2",122,30,2,2011,5,0.0239274317329313
"48.2",122,32,2,2011,5,0.0395472302574641
"48.2",122,34,2,2011,5,0.0555198342470297
"48.2",122,36,2,2011,5,0.0759280587095904
"48.2",122,38,2,2011,5,0.0921909963524023
"48.2",122,40,2,2011,5,0.110890710908571
"48.2",122,42,2,2011,5,0.106803212197179
"48.2",122,44,2,2011,5,0.102474968621823
"48.2",122,46,2,2011,5,0.0994618794971895
"48.2",122,48,2,2011,5,0.0995595104112135
"48.2",122,50,2,2011,5,0.0940383219373534
"48.2",122,52,2,2011,5,0.0536863746365135
"48.2",122,54,2,2011,5,0.0233123973857319
"48.2",122,56,2,2011,5,0.00544265088002794
"48.2",122,58,2,2011,5,0.00164748985360411
"48.2",122,60,2,2011,5,0.000860072212003543
"48.2",122,62,2,2011,5,0
"48.2",122,64,2,2011,5,0
"48.2",122,66,2,2011,5,0
"48.2",122,68,2,2011,5,0
"48.2",122,70,2,2011,5,0
"48.2",122,72,2,2011,5,0
"48.2",122,74,2,2011,5,0
"48.2",122,76,2,2011,5,0
"48.2",122,78,2,2011,5,0
"48.2",122,80,2,2011,5,0
"48.2",122,82,2,2011,5,0
"48.2",122,84,2,2011,5,0
"48.2",122,86,2,2011,5,0
"48.2",122,88,2,2011,5,0
"48.2",122,90,2,2011,5,0
"48.2",122,92,2,2011,5,0
"48.2",122,94,2,2011,5,0
"48.2",122,96,2,2011,5,0
"48.2",122,98,2,2011,5,0
"48.2",122,100,2,2011,5,0
"48.2",123,0,3,2011,6,0
"48.2",123,2,3,2011,6,0
"48.2",123,4,3,2011,6,0
"48.2",123,6,3,2011,6,0
"48.2",123,8,3,2011,6,0
"48.2",123,10,3,2011,6,0
"48.2",123,12,3,2011,6,0
"48.2",123,14,3,2011,6,0
"48.2",123,16,3,2011,6,0
"48.2",123,18,3,2011,6,0
"48.2",123,20,3,2011,6,0
"48.2",123,22,3,2011,6,2.93789487374308e-05
"48.2",123,24,3,2011,6,0
"48.2",123,26,3,2011,6,0.00143347420052685
"48.2",123,28,3,2011,6,0.00508129132581226
"48.2",123,30,3,2011,6,0.0130011641686755
"48.2",123,32,3,2011,6,0.0215120828823004
"48.2",123,34,3,2011,6,0.0395057956740446
"48.2",123,36,3,2011,6,0.0576645369253705
"48.2",123,38,3,2011,6,0.0667030926840151
"48.2",123,40,3,2011,6,0.102455439942864
"48.2",123,42,3,2011,6,0.116100845237654
"48.2",123,44,3,2011,6,0.128593219074747
"48.2",123,46,3,2011,6,0.135479284825617
"48.2",123,48,3,2011,6,0.125709316309029
"48.2",123,50,3,2011,6,0.102051813040922
"48.2",123,52,3,2011,6,0.0530887752334669
"48.2",123,54,3,2011,6,0.0247969486516914
"48.2",123,56,3,2011,6,0.00587782631466035
"48.2",123,58,3,2011,6,0.000817337776786629
"48.2",123,60,3,2011,6,9.83767830791933e-05
"48.2",123,62,3,2011,6,0
"48.2",123,64,3,2011,6,0
"48.2",123,66,3,2011,6,0
"48.2",123,68,3,2011,6,0
"48.2",123,70,3,2011,6,0
"48.2",123,72,3,2011,6,0
"48.2",123,74,3,2011,6,0
"48.2",123,76,3,2011,6,0
"48.2",123,78,3,2011,6,0
"48.2",123,80,3,2011,6,0
"48.2",123,82,3,2011,6,0
"48.2",123,84,3,2011,6,0
"48.2",123,86,3,2011,6,0
"48.2",123,88,3,2011,6,0
"48.2",123,90,3,2011,6,0
"48.2",123,92,3,2011,6,0
"48.2",123,94,3,2011,6,0
"48.2",123,96,3,2011,6,0
"48.2",123,98,3,2011,6,0
"48.2",123,100,3,2011,6,0
"48.2",124,0,4,2011,6,0
"48.2",124,2,4,2011,6,0
"48.2",124,4,4,2011,6,0
"48.2",124,6,4,2011,6,0
"48.2",124,8,4,2011,6,0
"48.2",124,10,4,2011,6,0
"48.2",124,12,4,2011,6,0
"48.2",124,14,4,2011,6,0
"48.2",124,16,4,2011,6,0
"48.2",124,18,4,2011,6,6.39446071766518e-06
"48.2",124,20,4,2011,6,0
"48.2",124,22,4,2011,6,4.29378754999785e-05
"48.2",124,24,4,2011,6,5.08004379236734e-05
"48.2",124,26,4,2011,6,0.000482699327765914
"48.2",124,28,4,2011,6,0.00188731970474414
"48.2",124,30,4,2011,6,0.00314737577947714
"48.2",124,32,4,2011,6,0.00668299942580079
"48.2",124,34,4,2011,6,0.0110161581745154
"48.2",124,36,4,2011,6,0.0181278541746802
"48.2",124,38,4,2011,6,0.023810059968365
"48.2",124,40,4,2011,6,0.0435479353527519
"48.2",124,42,4,2011,6,0.0686333077071245
"48.2",124,44,4,2011,6,0.133674281274702
"48.2",124,46,4,2011,6,0.191490044872496
"48.2",124,48,4,2011,6,0.207148005401356
"48.2",124,50,4,2011,6,0.169872476240239
"48.2",124,52,4,2011,6,0.084993144862293
"48.2",124,54,4,2011,6,0.027956961297627
"48.2",124,56,4,2011,6,0.00605199080388912
"48.2",124,58,4,2011,6,0.00103976743126638
"48.2",124,60,4,2011,6,0.000337485426765662
"48.2",124,62,4,2011,6,0
"48.2",124,64,4,2011,6,0
"48.2",124,66,4,2011,6,0
"48.2",124,68,4,2011,6,0
"48.2",124,70,4,2011,6,0
"48.2",124,72,4,2011,6,0
"48.2",124,74,4,2011,6,0
"48.2",124,76,4,2011,6,0
"48.2",124,78,4,2011,6,0
"48.2",124,80,4,2011,6,0
"48.2",124,82,4,2011,6,0
"48.2",124,84,4,2011,6,0
"48.2",124,86,4,2011,6,0
"48.2",124,88,4,2011,6,0
"48.2",124,90,4,2011,6,0
"48.2",124,92,4,2011,6,0
"48.2",124,94,4,2011,6,0
"48.2",124,96,4,2011,6,0
"48.2",124,98,4,2011,6,0
"48.2",124,100,4,2011,6,0
"48.2",125,0,5,2011,6,0
"48.2",125,2,5,2011,6,0
"48.2",125,4,5,2011,6,0
"48.2",125,6,5,2011,6,0
"48.2",125,8,5,2011,6,0
"48.2",125,10,5,2011,6,0
"48.2",125,12,5,2011,6,0
"48.2",125,14,5,2011,6,0
"48.2",125,16,5,2011,6,0
"48.2",125,18,5,2011,6,0.000282163533184065
"48.2",125,20,5,2011,6,8.35580030210903e-05
"48.2",125,22,5,2011,6,2.95070585512613e-05
"48.2",125,24,5,2011,6,2.52917644725097e-05
"48.2",125,26,5,2011,6,0.000544693930050541
"48.2",125,28,5,2011,6,0.00167677196807532
"48.2",125,30,5,2011,6,0.00518925552258912
"48.2",125,32,5,2011,6,0.00961495897938721
"48.2",125,34,5,2011,6,0.021964224111044
"48.2",125,36,5,2011,6,0.0304496411234872
"48.2",125,38,5,2011,6,0.0371743446215283
"48.2",125,40,5,2011,6,0.0588073775553521
"48.2",125,42,5,2011,6,0.0977578025437665
"48.2",125,44,5,2011,6,0.162083047243394
"48.2",125,46,5,2011,6,0.18853776066977
"48.2",125,48,5,2011,6,0.165686836289993
"48.2",125,50,5,2011,6,0.126366155048284
"48.2",125,52,5,2011,6,0.0622694286315253
"48.2",125,54,5,2011,6,0.0244624216603718
"48.2",125,56,5,2011,6,0.0062413251183137
"48.2",125,58,5,2011,6,0.000753434623838048
"48.2",125,60,5,2011,6,0
"48.2",125,62,5,2011,6,0
"48.2",125,64,5,2011,6,0
"48.2",125,66,5,2011,6,0
"48.2",125,68,5,2011,6,0
"48.2",125,70,5,2011,6,0
"48.2",125,72,5,2011,6,0
"48.2",125,74,5,2011,6,0
"48.2",125,76,5,2011,6,0
"48.2",125,78,5,2011,6,0
"48.2",125,80,5,2011,6,0
"48.2",125,82,5,2011,6,0
"48.2",125,84,5,2011,6,0
"48.2",125,86,5,2011,6,0
"48.2",125,88,5,2011,6,0
"48.2",125,90,5,2011,6,0
"48.2",125,92,5,2011,6,0
"48.2",125,94,5,2011,6,0
"48.2",125,96,5,2011,6,0
"48.2",125,98,5,2011,6,0
"48.2",125,100,5,2011,6,0
"48.2",126,0,6,2011,6,0
"48.2",126,2,6,2011,6,0
"48.2",126,4,6,2011,6,0
"48.2",126,6,6,2011,6,0
"48.2",126,8,6,2011,6,0
"48.2",126,10,6,2011,6,0
"48.2",126,12,6,2011,6,0.000169877765163623
"48.2",126,14,6,2011,6,2.44896778246828e-05
"48.2",126,16,6,2011,6,0
"48.2",126,18,6,2011,6,5.06680953378188e-05
"48.2",126,20,6,2011,6,0
"48.2",126,22,6,2011,6,0
"48.2",126,24,6,2011,6,2.10797226845371e-05
"48.2",126,26,6,2011,6,0.000189385025574924
"48.2",126,28,6,2011,6,0.00185373540136292
"48.2",126,30,6,2011,6,0.0110103596340001
"48.2",126,32,6,2011,6,0.027555100757341
"48.2",126,34,6,2011,6,0.0534991345047798
"48.2",126,36,6,2011,6,0.0569868869865957
"48.2",126,38,6,2011,6,0.0650840959736035
"48.2",126,40,6,2011,6,0.0887532973840725
"48.2",126,42,6,2011,6,0.122389203303158
"48.2",126,44,6,2011,6,0.164036271583879
"48.2",126,46,6,2011,6,0.154056100717982
"48.2",126,48,6,2011,6,0.114896529642377
"48.2",126,50,6,2011,6,0.0814745538501488
"48.2",126,52,6,2011,6,0.038849440663258
"48.2",126,54,6,2011,6,0.0135609764362974
"48.2",126,56,6,2011,6,0.00451374515604424
"48.2",126,58,6,2011,6,0.0010250677185142
"48.2",126,60,6,2011,6,0
"48.2",126,62,6,2011,6,0
"48.2",126,64,6,2011,6,0
"48.2",126,66,6,2011,6,0
"48.2",126,68,6,2011,6,0
"48.2",126,70,6,2011,6,0
"48.2",126,72,6,2011,6,0
"48.2",126,74,6,2011,6,0
"48.2",126,76,6,2011,6,0
"48.2",126,78,6,2011,6,0
"48.2",126,80,6,2011,6,0
"48.2",126,82,6,2011,6,0
"48.2",126,84,6,2011,6,0
"48.2",126,86,6,2011,6,0
"48.2",126,88,6,2011,6,0
"48.2",126,90,6,2011,6,0
"48.2",126,92,6,2011,6,0
"48.2",126,94,6,2011,6,0
"48.2",126,96,6,2011,6,0
"48.2",126,98,6,2011,6,0
"48.2",126,100,6,2011,6,0
"48.2",127,0,7,2011,5,0
"48.2",127,2,7,2011,5,0
"48.2",127,4,7,2011,5,0
"48.2",127,6,7,2011,5,0
"48.2",127,8,7,2011,5,0
"48.2",127,10,7,2011,5,0
"48.2",127,12,7,2011,5,0
"48.2",127,14,7,2011,5,0
"48.2",127,16,7,2011,5,0
"48.2",127,18,7,2011,5,0
"48.2",127,20,7,2011,5,0
"48.2",127,22,7,2011,5,0
"48.2",127,24,7,2011,5,0
"48.2",127,26,7,2011,5,0.00148486652952711
"48.2",127,28,7,2011,5,0.00207222552233643
"48.2",127,30,7,2011,5,0.0150018641894468
"48.2",127,32,7,2011,5,0.0499282229222483
"48.2",127,34,7,2011,5,0.0944138209270841
"48.2",127,36,7,2011,5,0.114546938356097
"48.2",127,38,7,2011,5,0.110049948527409
"48.2",127,40,7,2011,5,0.112679586573514
"48.2",127,42,7,2011,5,0.11185169701222
"48.2",127,44,7,2011,5,0.121467335418875
"48.2",127,46,7,2011,5,0.0930541598282289
"48.2",127,48,7,2011,5,0.074089641181613
"48.2",127,50,7,2011,5,0.0585541741276224
"48.2",127,52,7,2011,5,0.0279036611313555
"48.2",127,54,7,2011,5,0.0102844859550189
"48.2",127,56,7,2011,5,0.0026173717974045
"48.2",127,58,7,2011,5,0
"48.2",127,60,7,2011,5,0
"48.2",127,62,7,2011,5,0
"48.2",127,64,7,2011,5,0
"48.2",127,66,7,2011,5,0
"48.2",127,68,7,2011,5,0
"48.2",127,70,7,2011,5,0
"48.2",127,72,7,2011,5,0
"48.2",127,74,7,2011,5,0
"48.2",127,76,7,2011,5,0
"48.2",127,78,7,2011,5,0
"48.2",127,80,7,2011,5,0
"48.2",127,82,7,2011,5,0
"48.2",127,84,7,2011,5,0
"48.2",127,86,7,2011,5,0
"48.2",127,88,7,2011,5,0
"48.2",127,90,7,2011,5,0
"48.2",127,92,7,2011,5,0
"48.2",127,94,7,2011,5,0
"48.2",127,96,7,2011,5,0
"48.2",127,98,7,2011,5,0
"48.2",127,100,7,2011,5,0
"48.2",133,0,1,2012,1,0
"48.2",133,2,1,2012,1,0
"48.2",133,4,1,2012,1,0
"48.2",133,6,1,2012,1,0
"48.2",133,8,1,2012,1,0
"48.2",133,10,1,2012,1,0
"48.2",133,12,1,2012,1,0
"48.2",133,14,1,2012,1,0
"48.2",133,16,1,2012,1,0
"48.2",133,18,1,2012,1,0.000997305116315935
"48.2",133,20,1,2012,1,0.00910157333650378
"48.2",133,22,1,2012,1,0.0178530099472912
"48.2",133,24,1,2012,1,0.0650584551975587
"48.2",133,26,1,2012,1,0.10143938493243
"48.2",133,28,1,2012,1,0.0853432013632941
"48.2",133,30,1,2012,1,0.123520191812309
"48.2",133,32,1,2012,1,0.117840724448143
"48.2",133,34,1,2012,1,0.154300519161416
"48.2",133,36,1,2012,1,0.127636032180082
"48.2",133,38,1,2012,1,0.0878141719177268
"48.2",133,40,1,2012,1,0.0584082352474934
"48.2",133,42,1,2012,1,0.0335998494035588
"48.2",133,44,1,2012,1,0.0103039670273055
"48.2",133,46,1,2012,1,0.00357329687314231
"48.2",133,48,1,2012,1,0.00321008203542979
"48.2",133,50,1,2012,1,0
"48.2",133,52,1,2012,1,0
"48.2",133,54,1,2012,1,0
"48.2",133,56,1,2012,1,0
"48.2",133,58,1,2012,1,0
"48.2",133,60,1,2012,1,0
"48.2",133,62,1,2012,1,0
"48.2",133,64,1,2012,1,0
"48.2",133,66,1,2012,1,0
"48.2",133,68,1,2012,1,0
"48.2",133,70,1,2012,1,0
"48.2",133,72,1,2012,1,0
"48.2",133,74,1,2012,1,0
"48.2",133,76,1,2012,1,0
"48.2",133,78,1,2012,1,0
"48.2",133,80,1,2012,1,0
"48.2",133,82,1,2012,1,0
"48.2",133,84,1,2012,1,0
"48.2",133,86,1,2012,1,0
"48.2",133,88,1,2012,1,0
"48.2",133,90,1,2012,1,0
"48.2",133,92,1,2012,1,0
"48.2",133,94,1,2012,1,0
"48.2",133,96,1,2012,1,0
"48.2",133,98,1,2012,1,0
"48.2",133,100,1,2012,1,0
"48.2",134,0,2,2012,2,0
"48.2",134,2,2,2012,2,0
"48.2",134,4,2,2012,2,0
"48.2",134,6,2,2012,2,0
"48.2",134,8,2,2012,2,0
"48.2",134,10,2,2012,2,0
"48.2",134,12,2,2012,2,0
"48.2",134,14,2,2012,2,0
"48.2",134,16,2,2012,2,0
"48.2",134,18,2,2012,2,0.000260756192959583
"48.2",134,20,2,2012,2,0.0036245110821382
"48.2",134,22,2,2012,2,0.029387222946545
"48.2",134,24,2,2012,2,0.0709579685850872
"48.2",134,26,2,2012,2,0.124913391693053
"48.2",134,28,2,2012,2,0.125801204445272
"48.2",134,30,2,2012,2,0.129945986217173
"48.2",134,32,2,2012,2,0.109284162165518
"48.2",134,34,2,2012,2,0.130502266095486
"48.2",134,36,2,2012,2,0.102796299745452
"48.2",134,38,2,2012,2,0.061151052337493
"48.2",134,40,2,2012,2,0.0404743279319551
"48.2",134,42,2,2012,2,0.0275370956726889
"48.2",134,44,2,2012,2,0.0238070404172099
"48.2",134,46,2,2012,2,0.0135593220338983
"48.2",134,48,2,2012,2,0.00417209908735332
"48.2",134,50,2,2012,2,0.00182529335071708
"48.2",134,52,2,2012,2,0
"48.2",134,54,2,2012,2,0
"48.2",134,56,2,2012,2,0
"48.2",134,58,2,2012,2,0
"48.2",134,60,2,2012,2,0
"48.2",134,62,2,2012,2,0
"48.2",134,64,2,2012,2,0
"48.2",134,66,2,2012,2,0
"48.2",134,68,2,2012,2,0
"48.2",134,70,2,2012,2,0
"48.2",134,72,2,2012,2,0
"48.2",134,74,2,2012,2,0
"48.2",134,76,2,2012,2,0
"48.2",134,78,2,2012,2,0
"48.2",134,80,2,2012,2,0
"48.2",134,82,2,2012,2,0
"48.2",134,84,2,2012,2,0
"48.2",134,86,2,2012,2,0
"48.2",134,88,2,2012,2,0
"48.2",134,90,2,2012,2,0
"48.2",134,92,2,2012,2,0
"48.2",134,94,2,2012,2,0
"48.2",134,96,2,2012,2,0
"48.2",134,98,2,2012,2,0
"48.2",134,100,2,2012,2,0
"48.2",135,0,3,2012,3,0
"48.2",135,2,3,2012,3,0
"48.2",135,4,3,2012,3,0
"48.2",135,6,3,2012,3,0
"48.2",135,8,3,2012,3,0
"48.2",135,10,3,2012,3,0
"48.2",135,12,3,2012,3,0
"48.2",135,14,3,2012,3,0
"48.2",135,16,3,2012,3,0
"48.2",135,18,3,2012,3,0
"48.2",135,20,3,2012,3,0.000617511520737327
"48.2",135,22,3,2012,3,0.0036067847798668
"48.2",135,24,3,2012,3,0.00517403219349727
"48.2",135,26,3,2012,3,0.011987129717032
"48.2",135,28,3,2012,3,0.0116293914415625
"48.2",135,30,3,2012,3,0.0239490314326875
"48.2",135,32,3,2012,3,0.0433553531706173
"48.2",135,34,3,2012,3,0.0658374884083742
"48.2",135,36,3,2012,3,0.108328412286126
"48.2",135,38,3,2012,3,0.126461554000744
"48.2",135,40,3,2012,3,0.155886205881723
"48.2",135,42,3,2012,3,0.164359952615772
